1000
0	711.5122364	0
1	-71.96348153	-0.04160325017
2	-18.1511262	-118.7616821
3	-8.138490777	0.1763292678
4	-4.377771343	0.04164535244
5	-2.88388862	-2.54008473e-09
6	-1.874428555	-0.04170160059
7	-1.599945073	-0.1768060878
8	-1.255251058	0.1769855319
9	-0.7615175107	0.04182872246
10	-0.7211500786	-2.027040142e-09
11	-0.4669477408	-0.0419423355
12	-0.6301582788	-0.1779484428
13	-0.5563201294	0.178251397
14	-0.2383042031	0.04215691452
15	-0.3206429893	-2.337013304e-09
16	-0.1515650847	-0.04233014824
17	-0.3802618786	-0.1797193526
18	-0.3536292731	0.1801518657
19	-0.068714455	0.04263652568
20	-0.1804655742	-7.853818448e-10
21	-0.03176074506	-0.04287280758
22	-0.2815293215	-0.1821544702
23	-0.2692736147	0.1827253965
24	0.007797720652	0.04327723965
25	-0.1155835196	1.240947188e-09
26	0.02724876694	-0.04358152476
27	-0.2337597989	-0.1853045429
28	-0.2273465188	0.1860260152
29	0.04974469785	0.04409263332
30	-0.08033902124	-1.381895503e-08
31	0.06161486528	-0.04447157629
32	-0.2081287113	-0.1892379397
33	-0.2045719187	0.1901261208
34	0.07620552597	0.04510078656
35	-0.05908777694	6.831487897e-11
36	0.08436503423	-0.04556309928
37	-0.1938794533	-0.1940448374
38	-0.1919261258	0.195120805
39	0.0949396293	0.04632536386
40	-0.04529497501	-4.567422452e-10
41	0.1011652893	-0.04688240472
42	-0.1863002321	-0.1998426119
43	-0.1853596068	0.2011337637
44	0.1096291473	0.04779713362
45	-0.03583876032	-1.411509559e-09
46	0.1148480018	-0.04846367498
47	-0.1831106755	-0.206783782
48	-0.1828853912	0.2083257467
49	0.1222542085	0.0495561144
50	-0.02907485931	4.164357789e-09
51	0.1270103389	-0.05035134048
52	-0.18315494	-0.2150672709
53	-0.1834948517	0.216906732
54	0.1340154057	0.05165464865
55	-0.0240704244	6.669546631e-10
56	0.138671233	-0.05260390427
57	-0.1858666719	-0.2249547755
58	-0.1867057022	0.227153531
59	0.1457443493	0.05416186994
60	-0.02026422249	-3.148887238e-09
61	0.1505796829	-0.05529898579
62	-0.1910349047	-0.2367950698
63	-0.1923633029	0.2394363276
64	0.1581135093	0.05717060077
65	-0.01730218962	2.86375942e-09
66	0.1633829464	-0.05854145959
67	-0.1987053064	-0.2510609773
68	-0.2005598299	0.2542587608
69	0.1717651657	0.06080762498
70	-0.01495199097	-1.905895669e-08
71	0.1777403509	-0.06247584731
72	-0.2091554643	-0.2684073422
73	-0.2116212074	0.2723218621
74	0.1874150136	0.06525027532
75	-0.01305605919	2.613105486e-09
76	0.1944272909	-0.06730658131
77	-0.2229259372	-0.2897653806
78	-0.226149472	0.2946284668
79	0.2059666199	0.07075385913
80	-0.01150446001	3.823307365e-09
81	0.214463841	-0.07333176445
82	-0.2409146	-0.3165028204
83	-0.2451329923	0.3226622735
84	0.2286752626	0.07769895583
85	-0.01021862384	-6.052085675e-10
86	0.2393141528	-0.08100319978
87	-0.2645715403	-0.3507107009
88	-0.2701700627	0.3587125339
89	0.2574265977	0.08667844255
90	-0.009141168606	-1.117247063e-08
91	0.2712431777	-0.09103921889
92	-0.2962884016	-0.3957508369
93	-0.3039180077	0.4065027214
94	0.2952703039	0.09866850571
95	-0.008229408276	-1.910435255e-09
96	0.3140295555	-0.1046545278
97	-0.340216863	-0.4573899747
98	-0.3510526302	0.4725181265
99	0.3475587368	0.1153972004
100	-0.007451057073	-1.246756228e-09
101	0.3745603265	-0.1240768979
102	-0.4041638896	-0.5464134116
103	-0.4205447194	0.5691438368
104	0.4247042952	0.1402391954
105	-0.006781314757	9.530108018e-10
106	0.466935947	-0.1538802235
107	-0.5046529743	-0.6855945729
108	-0.5319608728	0.7233402774
109	0.5500999204	0.180788743
110	-0.006200902647	-4.404100462e-08
111	0.625365421	-0.2051736486
112	-0.6836717265	-0.9327485567
113	-0.7375231014	1.007007842
114	0.789634575	0.2584493078
115	-0.005694628556	-8.088080637e-10
116	0.9600384374	-0.3137553258
117	-1.08823014	-1.490236309
118	-1.238716898	1.697485748
119	1.428778325	0.4659715989
120	-0.00525040321	3.450601834e-09
121	2.132028631	-0.6944173218
122	-2.845514133	-3.909511381
123	-4.252038558	5.84553397
124	8.462188227	2.751134492
125	-0.004858509732	-9.486832978
